,review,rating
553,"This smart watch is very nice one. It's battery back up is also very nice. Bluetooth connectivity is also excellent. But, wheneveor i try to see share price it takes few more seconds by pressing side key. It must be seen by changing the page without pressing side key to open new menu.,It is nicely designed device. Good for tracking daily steps and heavy exercise.Once charged fully, battery discharges within 4 days.,Thanks for offer,Best in market,Watch is nice but some features are not there like ai assistant while the other low budget watches have,Worst customer support noise has I have raised the complain 3 times but no one has contacted me yet and really worst if we call customer care it takes half n hour to connect they will tell our executives will call you and get the products no one is calling after 2 days they complain has been solved and closed,I did not use.  Sleeping track yet but  touch screen and over app experience is very nice and. Display quality is also nice,Nice product",4.1
554,"I was looking for a phone below 10K. I am not a person who believes to burn money for phones. My requirement was a phone that has good network reception, good wifi reception, a balanced software, good battery life, good screen that don't strain eyes, a good hardware, 3.5 mm headphone jack, and a charger. i don't need 5G network because 5G drains battery a lot and 5G spends too much data. I don't watch movie or YT on mobile network and I wonder how many does watch FHD, 2K, 4K videos over mobile network. For downloading documents, social networks, banking apps 4G is more than enough.In my budget I found all phones have 4gb RAM. Realme Narzo 50 was 9999/- during GIF and had all those features along with a good processor and another one was Redmi note 11. But I found that if I can extend my budget a little more with all coupons and bank offer I can get a Redmi note 11 with 6gb RAM at 11749/- . 6gb RAM is always preferred over 4gb RAM because nobody knows whether with future updates the OS would demand more RAM or not, also the softwares may require more RAM as time passes away. So this was the only option I knew then available.Redmi note 11 has AMOLED Display, I am not bothered with 60Hz, 90Hz,120Hz. I keep the refresh rate at 60Hz and display works without zero lag or stutter. All my Desktop screen has 60Hz refresh rate and I am happy with them so why do I need a 90 Hz screen? I think this is all just gimmick marketed by companies and online reviewers. The display has excellent colour reproduction capability and colours look rich. You can adjust colour temperature to warm or cool but I think standard is fine for me. Also you can calibrate display colours in settings but I think you don't need that. Display size is 6.43 inch it could have been better if it were 6.7 inch. I prefer big display phone. Redmi note 12 has that big display. A plastic screen protector is pre applied on screen and I am happy with that. The screen protector feels smooth and fingerprints can be easily removed by wiping with a damp cloth. The screen has a punch hole camera which looks good.This phone duel speakers. One is more powerful at bottom and another on top. But i think the second speaker is actually earpiece which amplifies while watching movies or YT. Bottom speaker is louder than top speaker and volume is good. What more do you expect from such tiny speakers!The phone has excellent wifi and mobile network reception. Many have complained about poor wifi connectivity but from my experience I can say my phone and Wifi modem stays at different floor, still I get good signal, and never disconnected. Voice over mobile network sounds nice and clear and the other party can hear you well and clear. However because the second speaker is an extension of earphone piece the sound will leak if the other person is shouting over phone.The phone has 5000mAh battery and comes with 33W charger which is a bonus at this price point. The battery gives long backup. With good mobile network you can use it for 3 days without charging using basic features, like phone, sms, email, FB, WA etc. But I charge it regularly and battery charge never drops below 70%.The phone has SD680 processor which is more that enough for basic tasks and performs well without any lag. The experience is butter smooth. However the apps get automatically cleared from RAM which I like because I don't have to clear RAM manually. However after Android 12 update the RAM hold App for longer time but eventually cleared. SD 680 doesn't heat up and it is very energy efficient. Because of that battery drains very little and 33W charger charges phone within 30 mins for my usage. The cable is USB A to C and feels good.This phone has IR blaster so in your home office you can control AC or other supported gadgets with this phone when remote is unavailable.This phone has DDR4X RAM and UFS 2.2 storage. The RAM is 6GB and can be expanded additional 1 GB as virtual RAM by occupying storage. But I have disabled that option from settings because it increases SSD life. This has 2 Sim + SD card slot. Which is a great. Both SIM have VoLTE and carrier aggregation.The phone has beautiful back and colour is attractive. Some people may complain about plastic But remember plastic back phone has better network reception than metal or glass back phones. And I have no problem with plastic. I don't think plastic back makes your phone or you look cheap. I am happy with plastic back. The phone also gives a TPU cover and the cover however yellowing after i month. This is inherent chemistry of TPU, and no one can prevent this chemical degradation. How ever can be slowed by not exposing it to sunlight.The fingerprint scanner is excellent it works flawlessly. The touch screen is excellent too.However I dont like some of the preinstalled apps. Some can be uninstalled a few can't especially Mi pay and getapps from mi store. I don't like them. However I like the pre installed security app. There is no ad in notification  and all can be easily disabled. Camera at back is good and sufficient for me however the front camera is not good. Does not show pictures like 8MP camera. I have added some pictures clicked by Redmi note 11 back camera. MiUi is fluid and has many user friendliness like OneUI. MiUI is now free of Bugs and has an extremely polished version that will please the user.So I give Redmi 11 a score of 9.5/10. This is an excellent phone the I got at 11749/- during Great Indian festival. I recommend anyboy with basic usage to buy this phone. This phone is not for gamers or people who watch 2K, $k videos or shoot such things. This is not or those who are crazy for 5G. Otherwise this phone will fulfil your every requirement in this price segment.,50 days usage...1. Good battery LIFE. Bqest for day-day use. 33W charger also good.2. Best display but should've 120hz instead of 90.3. Sturdy in-hand feel4. Stereo speaker is loud and crisp(65-35 split).5. Camera above average... But good concerning the price.6. Buggy UI(minor) as expected. But ui13 all way better than bloody MIUI 12.5.7. 4G chipset SD 680, which is fine... 4G+ always available.8. Some minor issue with WiFi reception. Don't know may be they will fix it through OTA.*** THIS PHONE IS FOR PEOPLE WHO CLICKS PHOTOS HERE & THERE, CASUAL GAMER & BINGE WATCHERS OF WEB SHOWS/MOVIES... ""NOT INTENDED FOR HEAVY GAMING""NOT FOR PUBG, COD LOVERS.,The first look of this starbust design is eye catchy...no word to express its design,in hand feel and and it's all physical dimension. the second this which impress me, it's battery backup.....even you playing game hardly for a long time....it gives you sufficient battey backup and charging speed also 33W, is also a good deal at this price. The third impressive factor is it's dual speaker....I have an another phone of 40k and the sound quality is almost same as it. Media playback experience is also enhanced by it's amoled display, very colour charming display...... literally the display quality is unbeatable. The camera notch and dual speaker increase the media playing experience. Other Performance like gaming is also good at this price point. Fingerprint button is also very responsive. All other things and features are good to the price point.Only one thing is very disappointing bcoz the hype of its camera that company shows is very up to the mark and professional photography but the camera is lower grade...even my old Redmi Y2 which I exchanged with this, had better camera than this ....So plz I request you to all .... don't buy this for camera....just don't. The images are shown of camera pictures on the website is illustration according to me......I don't recommend you to buy this phone as your camera phone.If you are non camera user then you will surely go for it.Pros- design, in-hand feel, battery and charging, amoled display,dual speakerCons- camera😤😤,Quite a smooth daily driver phone. The overall experience has been satisfactory, camera's good, durability also seems to be good, I've dropped it quite a few times & the gorilla glass 5 seems to be holding up. 120hz feels great. Charging speed is good too, nothing mind-blowing though. Battery life is decent. Lasts quite a bit, but since I keep it in the 120hz mode all the time, it's a little less for me. But I don't have any problem with battery life for now.,It does what the description says.Camera quality not upto the mark, compared to other redmi mobiles. Even A3 model clicks better pics.Finger print sensor is same as that of the lock  button. You need to press the lock button every time to get the fingerprint read.Volume is good for both call and streaming.Fast charging but charger gets heated soon.Battery back up is good, unless you don't do heavy gaming and all day video sreaming.Dual app and dual space option is missing.Light weight and good video resolution.Overall good for learning students for online sessions and persons with less need for photography & gaming.,I bought this for my dad and it's working good for him, if you are planning to give it to your parents or elderly people in your family just install third party launcher and hide unnecessary app aslo turn off spamming notification and lockscreen ads overall good Phone for elders or first time smartphone user.,Phone is good, but i facing weird bugs due to software issues. After that i manually installed latest global software then working fine.When i was using indian firmware, after the update the phone got into bootloop every 10 sec, but after manual installation its working fine",4.1
555,"The cover felt sturdy and came in sealed package. There were protective films covering the cover from both side which had to be removed before putting cover on the phone.The fit was perfect and to take off the cover we might need to use some force . Overall the quality is good , will update after few months of usage about the colour fading/scratches.,The cover wraps around the iphone 14 pro max too tightly, making it difficult to remove once put. But at the same time, the cover feels solid and sturdy, providing complete protection the phone.,Excellent product. Avoid local market product for such premium phones 100% value for money,Excellent,normal transparent one but the price they are asking is too much. Like they are trying to loot ppl.,Awesome,Bought this as spigen is a decent brand. This is my initial case as I am waiting for better cases to be designed and released. Overall a decent case with decent protection for the phone and cameras.,This product is of good quality",4.3
556,"Expect it will last long, price wise it's a good product. Till date it's working well.,One slot got out of order and one using now.value of money and second slot of the charger is average to use.🤪🤪🤪😂😂🇮🇳,Good quality no issues till now working fine with 5v 2ampAs it is 10 watt charger.,Fast charging,Yes it's very nice,https://m.media-amazon.com/images/I/61pgVx61I7L._SY88.jpg,Amazing product. Great charging power even two devices  connected with the charger. I charged my pixel 6a and wireless headphone together, both get charged quickly. But issue with the build quality. I once by mistake sat in the charger and the socket end of it broke from the edges and came out completely. I had to fix that with a fevi quick. Now working fine . Overall a very good product. Don't think, just go for it.,It's a good product for this price range. Works fine.",4.0
557,"Doesn't always stay at the neck of the cable, but does help in reducing bending and stress. I would however recommend just getting some L-connector cables to avoid this issue altogether.,Good useful product,Weak packaging, but all the pieces came. They are not the most sturdy, but they are value for money, would repurchase,Good product,This cable protecter is really saved my cable.very easy to use , got so many in one pack.must buy product,Definitely not worth the huge MRP quoted, paid 99/- for 12 pieces.The material seems to be recycled. Remains to be seen if it will last. Serves the purpose of strengthening the flex point for cables. I have installed these on all my USB charge cables.,Simple and good product.,,Best Solution to broken wire",4.4
558,"Good phone,Ok,Nice product in this range.,Performance is fine, it is not a C Type charger. But Q/A mentioned as c-type,As of now its fine, will write off after using 15 days.,Good mobile at reasonable price!!,No finger print reader in this model. Never expected a phone with 4GB Ram and 64GB Rom would come without fingerprint reader.,Good mobile",4.3
559,"Its only 4 days since we are using the product and based on so far usage, review is as below :PROS :1) Looks, it looks premium.2) Features at this price range3) Battery : It seems as if the battery will easily last for a week or more with normal usage ( Have closed all notifications which saves battery )4) Steps Accuracy : Will give 8 out of 105) Magnetic charger ( easy to charge )CONS :1) Have not noticed anything till now.,I ordered 2 watches for my wife and sister. Got it at the price of 1500. I am always a fan of Firebolt. And ninja 3 is very good. Touch responce is good. Good battery life. Sleep track is very occuracy. It has all necessary features and those are quite accurate. It's light weight and looks good. Over all it's an excellent product at this price.,Touch screen is not so good it takes time may be i need to use it for a while for better experience,I like the sleep tacking , heartbeat measuring , Spo2 and exercise tracking .I dislike the bluetooth of the smart watch only .  I use this watch for exercises,Battery is goodTouch screen is niceAll fixtures are very good,I like the watch style and charging is so fast,Firebolt Ninja 3Felt Good  for the watch , simple and easy,Its good, value for money, overall performance is good.",4.2
560,"Very Bad mobile,Best mobile.,Phone good but charger Nani aya,It's good,The phone serves all my purpose..very good one❤️,Value for money,https://m.media-amazon.com/images/I/71veEcoG5-L._SY88.jpg,Phone works well.",3.8
561,"It's a no brainer to get this. Just that the edges don't fix in properly. There is always air bubble kind of thing on the edge.,Easy to apply and no bubbles. For Rs 150 they send 2 units which is amazing too. Satisfied with the purchase !!,Overall good and easy to apply. Doesn't cover 100 percent of screen a small gap is there in edges,Adhesive could have been stronger. Popio has great screen guard at much better price.,See if you own an Iphone then popio is the best out there.I got this tempered glass because my last one broke during a fall from the stairs. & my last one was from popio too. So I odered another & the prices are a steal (like seriously I wonder how do they manage it for so cheap)Buy it without a doubt its a genuine product.PS I like little note they left with the product.,Fed up of buying those exaggerated priced tempered glasses and looking for near by shops to apply it.This product is priced for its value and lesser than other products in the market.Bought this product after scrolling for the best on Amazon and ordered it. Honestly I was never satisfied with any other product like I had with popio product. A big thanks to the team!Bonus is DIY. I never tried anything self before but after following their guide and videos I was able to do it right at first time. I really felt DIY is convenient and no need to worry about finding near by stores who could help us apply/install it.,Got it for my iphone 14pro. Im using my phone with a ringke camo case and this screen protector fits inside snug.Install this glass with the case still on the phone else you may align it imperfectly and may cause fitment problem.Overall a good buy.,The quality is excellent. Refer to the installation video by scanning the QR code on the package; it is very easy to install using the guide stickers. The quality is good, and it covers the screen entirely, leaving just enough space on the edges for the cover.",4.3
562,"Previously bought amazon basic USB type A cable and i didn't last long, but this USB C product seems manufactured with high quality materials. Supports fast chagrining, data supply etc. just go for it,Exllent,Very satisfied with this purchase, just like orginal quality . Will buy again in future .,My sister is using this cable to charge her phone and the cable is durable and good enough for my sister's phone. Love it!!,I bought it to use Android Auto on Tata Altroz car by connecting to my one plus nord 2T mobile.I have been using this for more than a week now. It's working perfectly..I am happy with the product so far.,Basic,Great product money worth,No issues",4.3
563,"There are small scratches on the back apart for that the product is good.,Descent product. Exactly the way u wanted. Simple to look and transparent. Ordered for blue colour iphone,Case is good. The cutouts, the material, the camera bump all are very good. The back is transparent and made of glasstic, so it won't turn yellow but gets scratches easily.Overall recommended.,Great protection, buttons are comfortable to press, especially considering the price. Only problem I had with was the design, maybe a personal thing it's just not that good. P.S looks great on black iPhone just not on any other😬,Fit of cover is proper with raised edge for camera. This is what I wanted to have. Overal satisfied with the product,The fitting is perfect with raised borders overall and camera.Polycarbonate is hard enough to protect.The design is perfectly blending with the phone colour.A very good product at this price range I got it for ₹469,Awesome cover,",4.3
564,"Liked the product.  Accurate to my usb apparatus.,Good value,Till now i had purchased about 20 cables both micro and c type for myself and my family in this last one year. Its all because this brand wins my trust by provinding great quality with reasonable price,na,tested with 2.4 amps charger and phone. gives full 2.4 amps power to phone.the cable LOOKS thick and it has nice texture. despite that, i am sure it is not very durable. the usb connectors are extremely sturdy and they dont bend or flex. the wire will break before the connector does!!warning: usb micro connector has a strong hook. be careful while plugging and unplugging, or you may damage your device.very cheap and usable cable for 120 rs,Super power,Nice product.,In this price this is the best one",4.0
565,"i use it for powering my bluetooth speaker and another usb light. so it powers then nicely,Good charger my feedback is 1 month after giving is nice product.,Working with any types of USB either C-type or micro.Temperature always normal with 2.4amp ranges .,Adapter is good but tyape c cable is not good bought for Rs.188,Very best,@99 or 149 that's the good deal, a normal changerlet's see the warranty conditions,Good,Nice product and value for money.",3.9
566,"If you want a smart phone for just the use of calling and using social media. This is a very good option for you. I bought it for my mother who specifically told she just want a phone for calling purpose. This has only 2 gb of ram so don't think of running games like bgmi or asphalt and it also won't run very smooth under above normal conditions. There is no fingerprint sensor and the camera is trash. But the battery is 4000mah and has considerably high battery life. There is no fast charging only normal charger is given. So in my opinion this is a phone for a below average user who uses the smart phone just for calling or for scrolling through social media.,This is worth for price , has the latest technical softwares and perform well for minimal usage , ofcourse it has configuration less so we should not look better than thisBattery life more than expected, we could buy for this budget range,Simple and good, ok camera,Ok,Overall good quality product,Good unit,Good,Good mobile for basic users",4.1
567,"I have purchased it for my galaxy watch 4 44mm it fits perfectly and the touchscreen works good. But packaging should improve.,I am writing this review after using the product for 1month. Nice case for samsung watch 4, no touch problem I faced till now. Best thing about this case is it comes with warrenty so that you can replace it if any defect product you received.,Fells hard plastic.Lookwise it's good,There is an air gap between the screen and the case, which means it's made for a thicker body, which means it's made for the watch 4 classic. You have to press hard on the screen guard so you actually touch the screen.DO NOT BUY FOR WATCH 4.Otherwise it should be ok for watch 4 classic, though I cannot confirm .The case has integrated screen protector and protects the sides . Obviously it doesn't cover the back. The blue looked weird on my black watch 4.,Overall from a protection perspective the product is very good. Look is good. Only the touch screen sensitivity needs to improve.,https://m.media-amazon.com/images/I/7160DgLoRUL._SY88.jpg,Perfect product for samsung watches,",3.7
568,"It's been 15 days since i using the device extensively.I bought it on the Last freedom sale for Rs. 41,999 ( including 6k instant discount coupon).First let me be clear , I bought ' S20 FE 5G 'with Snapdragon 865 , not ' S20 FE with Exynos ' and i am a user who uses phone most of the time .This review may be long but it's worth to read it if you're buying this product.Let me divide between the Pros and Cons.First i would like like to start with Pros of the Device ,Pros :1. Display :Samsung has been already popular for it's AMOLED Displays but i saw some of the reviewers wrote about some display issues here . They might have got some defective Piece. I have no issues with my display . It's been long time i saw a great display like this ... with 120Hz it is Super Smooth.Also , it is very bright on outdoors and can decrease it to very low while using at low light conditions ( PS : No tint issues )The in display finger print scanner is very fast and didn't faced any issues with it .2. Stereo Speakers :As an extensive multimedia user , this is one of the most favorable feature for me.Believe me , you can't find any other device with such great Sound quality in this price segment , it's almost like flagship devices ..Both the speakers are adequately loud.3. Battery :As a person who's shifting from a normal 60Hz Device phone , i was very worried about the battery life of this device at 120Hz but it surprised me very well ..Initially i thought i would need to switch to 60Hz for better battery life for daily usage.But I didn't even thought this device would give this much great battery life at 120Hz.At 120Hz , I am getting around 7 hours of minimum SOT ( Screen on Time ).The maximum SOT i got at 120Hz is 9Hours 13 minutes.I didn't checked battery life at 60Hz because i didn't use it at 60Hz even a single day . The battery life is Excellent.4. Rear Cameras :I am not a very good photographer or something , i am just an ordinary person who use camera occasionally.I was very excited to use the telephoto lens which only can be found on flagship devices and it performs very well..Added Some Camera Samples above ( Pic 1 : Ultrawide , Pic 2 : Telephoto [ Pic may not be clear as it was when taken due to compression of the image while uploading )Both the three Cameras ( Primary + Ultrawide + Telephoto ) performs very well.If you're a camera guy you should definitely check this out.5. Performance & RAM Management :I'm not a gamer , I use my device for daily usage of social media , ott platforms , Calls , messages etc. but i use it extremely.I didn't faced any kind of heating issues with the device until now.Also ,Ram management of the Device is excellent , I am a person who uses 4-5 appsbackground at single time and i didn't have any issues of closing down the apps .6. ONE UI :I was a stock Android guy , but One UI actually surprised me , it is very well optimised and very user-friendly for single hand usage..initial days i found it little hard to use the stock menu of one Ui but I'm now got used to it.PS : I didn't found any kind of ads on my device as i didn't sign up or used any samsung Apps.7. Build Quality :Even though its back is made up of plastic , the overall build quality is super Premium the Aluminium frame gives us a feel like using a flagship device..8. Future Proof :  The device has 9 5G Bands , IP68 Rating , Wireless Charging which are very hard to find on any device in this price bracket.IP68 & Wireless Charging are mostly only found on Flagship Devices . Its good to see samsung brings it at lower price.This is the best future proof device as of now.So these are the Major pros i noticed as of now .Now let's move to the Cons.Cons :1. NO HDR SUPPORT ON NETFLIX :  As an extensive multimedia user , i found it very frustrating. even mid range devices offering HDR support on Netflix , Samsungs Flagship Killer doesn't have HDR support.IT WILL NOT BE FIXED VIA OTA UPDATE .2. No 256GB Variant :  This is actually not a problem for most of the people but as a power user who uses Dual sim , i found it little difficult.But if you're a single sim user , luckily it have hybrid solution ..so you can use a Sim card + expandable memory card ...3. Gorilla Glass 3 :  Other competitors are providing atleast GG5 in this price range. But S20 FE 5G has just GG3 ( Which also I'm not sure as it is not mentioned officially anywhere ).But at the end of the day , GLASS IS GLASS & IT WILL BROKE.4. No headphone Jack :  It is not any kind of unusual thing .most of the phones above 30K segment doesn't have headphone jack.So we have to buy 3.5mm to Type C adapter , type c earphones or bluetooth solutions .Note : Only Buy original Samsung type c adapter else it may not support.5. No 25W charger :  It is not actually a con for me as i prefer Low watt charger which is good for battery health and beneficial for long term usage .but it may be a con for you ,  Although the device supports 25W charging . Only 15W charger is provided inside the box .. They should have given 25W inside the box.I didn't have any issues with 15W charger but it would be great if they bundle it with 25W as competitors are way ahead in terms of charging speed.For the reference of Charging speed ,Both 15W & 25W will full charge the device almost at the same time but using 25W you can get about 50% within 30 minutes where as 30% with 15W charger.Full charge time i usually takes is 1hour and 35 minutes.6. Front Camera :  I am not a selfie guy , but if you're a person who's looking for a selfie device just don't buy it . it's not like the front camera quality is really bad or anything but it's not even near to the rear camera quality and you can find better selfie smartphones in this price rangeCONCLUSION :If you're a person who wants a device for normal day to day usage with good battery life , great rear cameras , great performance , better software support , better build quality and use it for more than 3 years & the cons mentioned above doesn't bother youJust buy it , I am sure you won't be disappointed.,It's been about 15 days since I got this phone.  I got it for 29990 on prime day sale. For the price it's good.Pros :1. Camera.  Coming from Poco X2, the camera quality on this is amazing according to the price. It gives you good colours, contrast, focus, and everything that you want. It has OIS which is very apparent while recording. At 4k60 the stability is worse. But set it to  1080p60 and the videos will be amazingly stable. And the main advantage of OIS other than stable video is GREAT night mode shots. Hold the phone stable for a while and along with OIS you will get great photos with accurate colors and nice exposure. Attached samples.2. Display : Absolutely best. Samsung displays are the best. 120hz FHD. Flows smoothly.  Colors and calibration is top notch. Brightness is good but I felt it's a little insufficient under direct sunlight. It's visible but could be better.3. OneUI : The main reason for upgrading to this phone was software. OneUI4.0 is the absolute best android skin right now. It has way too many customisations in it and let's you personalise your phone to a very high degree. Like there's a feature to read out the name of the person who's calling if your wearing headphones. It took me 3 days to fully go through all the settings and change them to my needs. Also Knoxx security is a special mention. Knoxx security is a software and hardware feature in samsung phones which protects your phone from all kinds of attacks and keeps your data safe. Even if it gets stolen you can remotely delete all your data. Secure folder allows you to store data in a separate storage. And many more such good features. While being a very feature rich and storage heavy skin, it still feels very very smooth and fast to use. Unlike MIUI or other skins, it doesn't stutter much and bugs are less.There are many other small pros like good stereo speakers. Nice premium build quality. Good data and wifi speeds. Other such features that you won't notice but definitely make a difference in your experience.Cons1.  Software.  I know I said it's a pro but I say this in the aspect of updates.  This phone was launched in 2021 March in India and samsung promises 3 year android version updates and 1 additional year of security updates.  But there's a lot of confusion regarding if or not this phone will receive Android 14. It will receive A13 for sure. There's a lot of debate on what they will do with14 because of global version launch date being earlier and yada yada. Basically the phones life maybe 2.5 to 3 years if they give a14.  But 1.5 to 2 if not. I researched on the Internet a few people say that it will receive a14 while I was few say it's not. It's hard to say who's correct.  So assume it's not getting a14 if you are going for it.2. Battery.  The battery on this phone is 4500mah and it's good enough for a days use. But that's because I use it lightly. Not much online streaming. No gaming light social media and other usual stuff. If you use it even a tad bit more heavily, you will run out within a day. If you're going outside for the better part of a day,like a day trip to somewhere nearby,it's better keep a power bank handy. In terms of Screen on time numbers, I once got 7 hours of sot on light usage, 1 hr YouTube and 1.5 hr streaming. I was at home and used wifi all the time.I got 3 hrs sot when I went outside for a day trip. I took many photos and videos and the phone shutdown before I could reach home. On a mixed use day,  you can get 4.5 to 5.5 hours of sot.Final verdict : The life of the phone in terms of Software Support is not great but you will get on time updates and almost no bugs in the software. So if you want to buy it you can and exchange it after maybe 2 years for other models. But if you planning on using it for longer than 2 years,  better avoid it. In the upcoming diwali and dussera sales,  the price might further drop to 25k even. I am just speculating but keep in mind your requirements and go accordingly.As always amazing delivery by Amazon.",4.2
569,"Product is good , and also it's  strudiness .But no fast charging in this cable , it's normally charging . I love it because it's supported in micro usb , or type c . Over all good .Pros / advantage :- -1) 1.5 meter wire  2) more durable3) supported dual mode type c , micro usbCons / disadvantages:- normal charging , not fast charging,Though it is braided, but it is not strong like boAt. But it's okay to use it. Supports turbocharging.,Working well after months of use. Only thing is that if there is slight pressure, the C -type adapter will come off from the micro usb head. So better to see that the cable is not stretched when using the C type adapter. Otherwise working fine and very convenient for me since i usually have a phone with C type charging and a small Tab with micro USB charging when i travel. I need to carry only one cable now with my powerbank. Will recommend.,Best cable,good,Both Micro USB & Type C mobile connector's are getting charge.Good Decision to purchase this product.,Cable is a good fibre braided with good length.The connector also has a tight fit, sometimes you have to apply a bit force to remove(ig it'll wear off after usage).In comparison, boat has a better quality i would say if u get that in offer as it has metal braided cable and better quality microusb pin.,I like the product bcuz it's help me to charge both phone Type C & Micro Cabel",4.1
570,"Everything is fine but it is bulky and hard, it should be softer and thinner.....,Thank you  Amazon very good charging cable 👍,Good,Good one,quality is good. worth for 150-200 ₹. short but durable.,Very Good product . Satisfied..,This is fast charging C pin USB!You can purchase it.,Nice product at price of below 100",4.0
571,"Good,Thoda sa kam stable hai, phone lagane ke baad thoda bohot hilta zaroor hai. Build quality thodi aur achi hoti, to pakka value for money hota.,We've been using it for around 2 months, it's good, sturdy, Bluetooth connectivity is also good.Overall a good purchase.,Good buy in price range,If you travel, it's your best companion. Has a great stability and length. It's one of my best buy and cannot think of a vacation without it. No more need to awkwardly ask strangers to take photos, set the best angle and capture the moment. The service from WeCool support team is super cool as well.,Good product....but more efficient expected,Amazing Product. As a Youtuber and an Instagram Content Creator, this is the best gadget I like to have in my Back bag all the time. I even use this to record my live classes without making any scenes out there, since this is very handy and lucid. Moreover, their service is excellent. WHY ARE YOU STILL READING REVIEWS? ORDER NOW.Find my videos in Instagram using this S5 at shankarkumaran tamil,The selfie stick is sturdy and very good",4.6
572,"Its decent,Don't buy this phone buy if you are aged at 40 + This phone is not for younger generation. Phone useful features are YouTube WhatsApp Calls only.,Ok,Nice,The phone is not very effeciently responsive. Battery runs low even when not used in 1 day. Finger pring does not work well - need a couple of tries to open.,Back camera is good, bettery life is not working well, bad very bad,Average phone day to day use,Finger lock fast",3.9
573,"Battery life is low,Worth purchase,Good performance at this price range,A economical product to buy for average usage of checking time, heart monitoring, steps track, etc.Battery backup great single charge stands for min 3 days.Recommended only for simple use and show off.,First of all, this watch is budget friendly.watch faces - the app has a large number of watch faces step track - not that accurate but that fine• weather forecast:- 100% accuratesleep - pretty accurate information Overall, the experience is pretty good.But but but, The battery life is not that good only 4 days of battery backup.,Nice product,Overall good product to buy,Good product",4.0
574,"Today only i recieved this watch at first instance it win my heart ....I was using it a whole day and i found some pros and cons of this watchPros# Amoled Display is very bright and nice# Look and design is premium# Bluetooth calling is awesome, speaker is loud and clear . Even my voice is reaching to opposite party very clearly while calling with watch.# calculator features is useful# Multi Functional crown button is easy and useful .. Easily to change theme with just scroll the crown button# play music directly from the watch with the internal storage although its only 128 mb but sufficient to store around 10 songs approx.. song sound quality is also fine# strap quality is good and soft# TWS connecting features is also niceCons# sometimes i found watch is disconnected with my phone  ..not sure why its happened as i have checked only for one day# fingerprints are clearly visible on  Screen Glass .. i have attached the pic for it#Health Tracker are near to accurate but never rely on smartwatch at this price range.i have measure the bp with this watch and with bp machine both results are different... 70-80% accurate only..# AI Voice assistant is not very useful as it only work for mobile when i press the voice assistant button on watch .. like if i give command to set alarm on watch it set alarm on mobile so basically it just a button to wake up google assistant for mobile phone.#Sometimes when you pick call from your mobile phone call automatically transfer to watch and voice started coming from the watch speaker.. which is quite irritating..this must be correct by firmware updates i have purchased it for Rs.3420/- including bank offer . For this price range overall its a good & premium watch ..Its my experience with this watch for just a one dayRest how it work for long run that depends..,Recieved a damaged device at first... Slight gap between display and body from the left side.. but quickly recieved the replacement next day....The replacement was good...Amazon provided great service and delivered replacement in just 16 hours ...so great job amazon..also i live in bangalore.. so the experience might vary from place to place..ProsSmooth enough UIFairly accurate readings on all the sensorsHeartrate BP and spo2Call quality is great for the price.. good speakers and good mic..You can control spotify and soundcloud music too from the watch .and use tws to listen to spotify while controling with the watch... And it is seamless...Display is great ..colors are punchy and bezels are good enough... Not as narrow as crossbeats ignite s4 max but still good enough...Build quality is good but does not feel very premium.. it does feel like a below 5k watch...So you cannot trick anyone that this is a apple watch 😂Strap is not too long as every review mentions.. strap is good enough... Not too comfy..I ordered a metal strap from amazon for my watch and it is amazing...Ui looks much better in person than reviews.. UI is smooth and looks good... Not as good as realme watch 3 pro..But still good for the price..Overall its a good watch for the price of around 3.5k -3.9kAnymore and it is not worth the priceRealme watch 3pro is the best at around this price.. so if you get that in stock and for below 4k then get realme watch 3 pro..Or else for this price segment firebolt visionary is the overall best watch compared to all other watches under 4kConsCall when recieved on watch doesnt stay on tws it switches to watch for some reason..which is oneSteps are a little inaccurate and reads steps even if not walking..so dont rely on step counterBattery life is not great if youre using always on display and calling... Maybe around 3 daysBut otherwise battery stays for over 5 days.Blutooth range is not too good.. and varies from watch to watch.. and also phone to phone.. i get a decent bluetooth range of around 20 ft .. but this is more of a fact than a con..,I write this review after 1 week of using this watch, BP, BPM, SPO2 running and sleep tracking functions are working well, watch speaker is also loud and clear to you and the other callers. The only con is when you want to listen to songs through a watch from a mobile its Bluetooth disconnects automatically again and again, as this fund is not useful for me so ignore it, overall it's a good watch.,Everything is absolutely Greta in this smartwatch.But these things could have been better:. Watch faces- you should have the option to add upto 3-4 watch faces at once from the app rather than one at a time and 10 pre-installed ones. App ui could have been better. DND mode absent. No option to toggle Bluetooth (always on),Before review i would like to appreciate this great strategy to pour out honest reviews from users by giving them bookmyshow voucher.I loved the Touch Screen experience & Amoled screen of the watch, it gives a feel of premium watch. The band of the watch is average & doesn't look premium & i separately ordered a metal band. I am expecting Mobile App improvement from FireBoltt as I don't find it good enough if I compare it with Boat's App for its watches (As I own a Boat smartwatch). Rest Visionary is a good buy & worth the money the only thing which physically is not appealing is the average quality of the band.",4.3
575,"Product works well and charges the devices in a quick mannerValue for money.,I like this product,Not working 😔 after 12 days",4.4
